Species,threshold
Narcissus_poeticus,0.134933353
Narcissus_pseudonarcissus,0.272212002
Nelumbo_lutea,0.247874251
Nothoscordum_bivalve,0.404541663
Nuphar_lutea,0.232465696
Nymphaea_odorata,0.803127466
Oenothera_perennis,0.484288974
Opuntia_humifusa,0.391743156
Opuntia_megacantha,0.048058914
Opuntia_pusilla,0.134282161
Opuntia_stricta,0.126760663
Ornithogalum_umbellatum,0.567706964
Orobanche_uniflora,0.578404204
Orthilia_secunda,0.395070741
Oxalis_corniculata,0.715031401
Oxalis_debilis,0.10676449
Oxalis_dillenii,0.637947821
Oxalis_grandis,0.311812013
Oxalis_montana,0.553484119
Oxalis_rubra,0.076614976
Oxalis_violacea,0.535721602
Parnassia_glauca,0.260787785
Passiflora_incarnata,0.497238579
Passiflora_lutea,0.242398397
Passiflora_suberosa,0.101709331
Paulownia_tomentosa,0.393576807
Phaseolus_polystachios,0.172271813
Phlox_amoena,0.256002456
Phlox_carolina,0.196791749
Phlox_divaricata,0.400228834
Phlox_drummondii,0.178632752
Phlox_floridana,0.076369242
Phlox_glaberrima,0.304109354
Phlox_maculata,0.403583545
Phlox_nivalis,0.283365131
Phlox_paniculata,0.548756616
Phlox_pilosa,0.134600851
Phlox_stolonifera,0.286851172
Phlox_subulata,0.520087756
Physalis_angulata,0.234998735
Physalis_angustifolia,0.1360667
Physalis_heterophylla,0.652015473
Physalis_longifolia,0.424735695
Physalis_pubescens,0.239360695
Physalis_walteri,0.119854093
Pinguicula_caerulea,0.147504799
Pinguicula_lutea,0.246018669
Pinguicula_pumila,0.164538944
Pogonia_ophioglossoides,0.614174925
Polygonatum_biflorum,0.689897781
Polygonatum_pubescens,0.537163046
Pyrola_americana,0.589750976
Pyrola_asarifolia,0.19744198
Pyrola_chlorantha,0.337509295
Pyrola_elliptica,0.549850557
Rhizophora_mangle,0.031419825
Rosa_blanda,0.681321891
Rosa_carolina,0.772724687
Rosa_gallica,0.114734564
Rosa_nitida,0.133414662
Rosa_palustris,0.771663756
Rosa_virginiana,0.364781103
Rubus_arenicola,0.082649683
Rubus_argutus,0.431106814
Rubus_chamaemorus,0.054750031
Rubus_cuneifolius,0.351162135
Rubus_elegantulus,0.087189139
Rubus_frondosus,0.170644304
Rubus_laciniatus,0.149271957
Rubus_occidentalis,0.695982115
Rubus_odoratus,0.569542938
Rubus_pubescens,0.390011475
Rubus_recurvicaulis,0.16226643
Rubus_semisetosus,0.19720126
Rubus_trivialis,0.363072922
Rubus_vermontanus,0.138598306
Rudbeckia_fulgida,0.374820191
Rudbeckia_hirta,0.928480669
Rudbeckia_laciniata,0.735384001
Rudbeckia_triloba,0.425706875
Ruellia_caroliniensis,0.47912538
Sabatia_angularis,0.386781014
Sabatia_bartramii,0.146078086
Sabatia_brevifolia,0.191249101
Sabatia_calycina,0.179818048
Sabatia_campanulata,0.257754185
Sabatia_difformis,0.243496052
Sabatia_dodecandra,0.135988896
Sabatia_grandiflora,0.117456721
Sabatia_stellaris,0.176915797
Sagittaria_australis,0.168652609
Sagittaria_calycina,0.10746874
Sagittaria_cuneata,0.1783432
Sagittaria_engelmanniana,0.138929684
Sagittaria_lancifolia,0.243831281
Sagittaria_latifolia,0.91981769
Sagittaria_montevidensis,0.205832755
Sagittaria_rigida,0.235400352
Sagittaria_teres,0.018042306
Sarracenia_flava,0.416813181
Sarracenia_minor,0.245777535
Sarracenia_psittacina,0.141261595
Sarracenia_purpurea,0.660759135
Scheuchzeria_palustris,0.24429695
Senna_obtusifolia,0.510794311
Senna_occidentalis,0.15060773
Silene_caroliniana,0.267908737
Silene_dioica,0.192027824
Silene_latifolia,0.654270832
Silene_noctiflora,0.420770419
Silene_virginica,0.311630696
Sisyrinchium_angustifolium,0.828089137
Sisyrinchium_atlanticum,0.42091978
Sisyrinchium_fuscatum,0.278158204
Sisyrinchium_montanum,0.352296462
Sisyrinchium_mucronatum,0.460222874
Sisyrinchium_nashii,0.195892019
Sisyrinchium_rosulatum,0.1764181
Solanum_americanum,0.384228307
Solanum_carolinense,0.817071609
Solanum_dulcamara,0.577097263
Solanum_lycopersicum,0.276576026
Solanum_nigrum,0.166134488
Solanum_ptycanthum,0.691012495
Solanum_rostratum,0.30249485
Staphylea_trifolia,0.428730077
Stewartia_malacodendron,0.155398928
Stewartia_ovata,0.06428796
Styrax_americanus,0.359476943
Styrax_grandifolius,0.238671708
Tribulus_cistoides,0.065740552
Trientalis_borealis,0.267703848
Trillium_catesbaei,0.166717114
Trillium_cernuum,0.407649466
Trillium_cuneatum,0.169602449
Trillium_erectum,0.433092457
Trillium_grandiflorum,0.42522144
Trillium_maculatum,0.106996887
Trillium_rugelii,0.141600126
Trillium_undulatum,0.526178695
Trillium_vaseyi,0.020107502
Urena_lobata,0.117663932
Utricularia_cornuta,0.430397948
Utricularia_juncea,0.220422422
Uvularia_grandiflora,0.229438854
Uvularia_perfoliata,0.442211757
Uvularia_puberula,0.267628142
Uvularia_sessilifolia,0.720495837
Verbascum_blattaria,0.669505688
Vigna_luteola,0.125583492
Viola_adunca,0.286092058
Viola_affinis,0.819479679
Viola_bicolor,0.533287946
Viola_brittoniana,0.173008498
Viola_canadensis,0.398617834
Viola_hastata,0.171401749
Viola_hirsutula,0.309691358
Viola_labradorica,0.614965263
Viola_lanceolata,0.594970709
Viola_nephrophylla,0.137237459
Viola_odorata,0.130478614
Viola_pedata,0.407923882
Viola_renifolia,0.327534582
Viola_rostrata,0.34798483
Viola_rotundifolia,0.52360458
Viola_selkirkii,0.336412469
Viola_septemloba,0.28569212
Viola_septentrionalis,0.332493249
Viola_striata,0.528493387
Viola_tricolor,0.335881974
Viola_triloba,0.107114012
Viola_tripartita,0.161117194
Viola_walteri,0.166248396
Ximenia_americana,0.170211042
Zephyranthes_atamasca,0.33725276
Zephyranthes_simpsonii,0.049606845
Zephyranthes_treatiae,0.277369365
